SampleID,Number of samples,Max A,Max B,Min A,Min B,Mean A,Mean B,Sd A,Sd B
train11050,4188,447,35867,-596536,-43875,-0.0140878701,0.0033428844,9998.8004854146,9998.8090088042
train10659,648,74245,5176,-14731,-36942,-0.0077160494,0.0200617284,9992.28094434,9992.3048862318
train4220,5094,39970,23189,-30308,-13238,0.002552022,-0.0054966627,9999.0141912694,9999.0188680238
train3493,1194,68159,63805,-12575,-31546,-0.0067001675,0.0067001675,9995.8131757842,9995.7991886788
train12944,773,3,43975,1,-30696,1.0996119017,-0.0116429495,0.3929025627,9993.5230255252
train11475,2676,24620,8,-20024,1,0.0085949178,4.8217488789,9998.1220983529,1.6982773096
train4682,653,27926,39778,-29706,-35714,-0.0091883614,-0.0091883614,9992.3272524614,9992.3557928489
train2369,530,27233,33662,-23916,-21833,0.0018867925,0.0018867925,9990.5673668374,9990.5672149961
train69,1075,35719,1,-43084,0,-0.0074418605,0.711627907,9995.3375963527,0.4530051092
train9580,657,36706,16749,-17400,-139606,0.0106544901,0.0076103501,9992.384657019,9992.3652181508
train9951,508,40967,24906,-14196,-41161,0.0078740157,0.0039370079,9990.156885179,9990.1315815025
train9776,3393,149863,10097,-12277,-90383,-0.0005894489,-0.0058944887,9998.5227789251,9998.5235785699
train14006,3509,81315,1,-7848,0,0.0846394984,0.1590196637,9998.544982859,0.365694422
train7856,836,63676,35804,-10904,-30515,0.0035885167,0.0023923445,9994.0221757802,9994.0252141395
train12617,3027,29453,91572,-48502,-42118,0,-0.0003303601,9998.3408771327,9998.3368432118
train4394,719,5957,29977,-140697,-29242,0.0055632823,-0.0027816412,9993.0409818006,9993.0455524363
train14538,7891,108587,90245,-88734,-41650,-0.0024078064,-0.0013939932,9999.3605790055,9999.3679395294
train7109,5985,15589,37639,-16513,-13400,-0.0031746032,0.0035087719,9999.165882196,9999.1690881102
train2487,1021,30675,28186,-32794,-37974,-0.0009794319,0.0068560235,9995.1115666203,9995.096732225
train4901,2355,26594,47823,-74573,-76783,0.0038216561,0.0029723992,9997.8647108161,9997.8791106112
train1656,7803,31315,28855,-36504,-38398,-0.0003844675,0.0041009868,9999.3584059654,9999.358596051
train5233,3736,23090,32985,-15418,-31863,0,0.005620985,9998.6634087222,9998.6580834491
train5762,4218,43002,45058,-7420,-66469,0.0049786629,-0.0028449502,9998.8073432561,9998.8155789323
train11544,7772,1,26117,0,-27905,0.5777148739,0.0042460113,0.4939234742,9999.3547693335
train1845,932,1,30464,0,-29905,0.5182403433,0.0032188841,0.4996671791,9994.6259081559
train1802,561,11838,24481,-28583,-31182,-0.0124777184,-0.0106951872,9991.0826585353,9991.0804186609
train2212,317,54438,3,-6929,1,-0.0063091483,2.1041009464,9984.2117096786,0.8583688382
train269,1189,158705,69532,-26540,-55413,-0.0109335576,0.0058873003,9995.7897933909,9995.803037398
train15742,3087,35416,26187,-32746,-74145,0.0038872692,-0.0087463557,9998.3722887451,9998.3821112139
train6061,2283,35334,39286,-43212,-30063,-0.0105124836,-0.0061322821,9997.809376172,9997.8107040617
train6904,725,29954,34224,-150652,-44022,0.0068965517,0.0055172414,9993.0960005303,9993.0973355907
train12728,1105,22178,29664,-28628,-10555,-0.007239819,0.0063348416,9995.4798956248,9995.4592895932
train2680,7108,29970,543902,-55666,-38733,0.005627462,0.0043612831,9999.2970989021,9999.2980772847
train4694,1827,10283,36187,-39494,-31175,0.0032840722,-0.0054734537,9997.2644372738,9997.2554671631
train9110,1461,28270,55374,-24657,-12707,0.0027378508,0.0034223135,9996.5865756741,9996.5884945697
train6478,2402,33350,43132,-44158,-22681,-0.0016652789,-0.0074937552,9997.9187999581,9997.9258541271
train13482,536,15116,21018,-50112,-38369,-0.0037313433,-0.0074626866,9990.6603682274,9990.66279045
train2838,1160,4,28337,1,-14984,2.1586206897,0.0094827586,1.0350802872,9995.6746245087
train7520,1136,50551,23666,-6878,-28778,-0.0079225352,0.0167253521,9995.589668687,9995.5949843113
train10876,608,199775,38631,-13798,-15067,-0.0065789474,-0.2171052632,9991.7681045559,9991.8342223641
train5187,763,28407,12238,-37410,-81437,-0.001310616,0.0222804718,9993.4488208784,9993.4418565247
train4965,3227,44896,11210,-12880,-37322,0.0055779362,0.0034087388,9998.4546814037,9998.4484225024
train13285,939,1,1,0,0,0.5367412141,0.451544196,0.498648256,0.4976464961
train7872,1261,30491,29047,-31363,-33598,-0.0079302141,-0.0095162569,9996.0272758184,9996.0460781144
train6828,3037,30541,66372,-22325,-45456,-0.0075732631,-0.0059269015,9998.3558008994,9998.3551927827
train1333,759,26774,34006,-25000,-45696,0.2252964427,-0.0197628458,9993.3269771269,9993.4083626083
train13093,1069,23407,32428,-58826,-46655,0.0018709074,-0.0130963517,9995.3170311794,9995.2985233286
train7921,677,255280,43059,-512,-14157,-0.0132939439,0.0147710487,9992.6215623406,9992.63538294
train15452,747,29855,24162,-35298,-30132,-0.0040160643,-0.0013386881,9993.314556473,9993.3001067763
train13514,2534,84208,21624,-2917,-61073,-0.000394633,0.0031570639,9998.0076354823,9998.035538891
train3655,3602,21059,22345,-87440,-15622,0.0019433648,-0.0058300944,9998.6122819044,9998.6150775709
train15329,636,75471,65470,-27104,-32723,-0.0062893082,-0.0047169811,9992.1227233671,9992.1203080216
train2367,907,33487,19658,-47816,-28006,-0.0099228225,0.0055126792,9994.4894807668,9994.4916660977
train9946,5293,680568,57717,-7957,-50215,0.0001889288,0.0013225014,9999.0570314238,9999.0553763459
train5749,4255,47932,30262,-41148,-32861,0.003760282,0.0014101058,9998.8292863239,9998.8219466846
train12754,6570,1,25881,0,-280414,0.197108067,-0.001978691,0.3978146263,9999.2396963402
train8605,2689,24523,27151,-39758,-22099,0.0011156564,0.0052063964,9998.1311308889,9998.1387271165
train7870,5377,4629,31773,-119970,-30656,0.0011158639,0.0007439092,9999.0710916714,9999.0717898951
train3376,2194,47477,32781,-43646,-67848,-0.0031905196,0.0127620784,9997.7131182027,9997.7112962422
train3652,790,25277,31244,-45821,-30609,0.0075949367,-0.0113924051,9993.6642291,9993.6716922398
train945,3578,150475,3,-14520,1,-0.0072666294,2.0008384572,9998.5970102145,0.3612743286
train13820,1888,25978,1,-17816,0,-0.0037076271,0.4862288136,9997.3491467149,0.4998103184
train11368,746,43376,94359,-34078,-24767,0.0013404826,0.0147453083,9993.2764044754,9993.3229907727
train4593,4296,67016,64307,-31678,-25142,-0.0023277467,-0.0009310987,9998.8386964651,9998.844248575
train2270,7664,31989,27667,-32597,-28102,0.0009133612,0.3667797495,9999.3436425842,9999.3210119176
train7537,906,30906,29528,-57561,-48566,0.0099337748,0,9994.4654808672,9994.4685561388
train8099,3414,25803,205683,-70330,-24262,0.0061511424,0.0029291154,9998.539492978,9998.532711978
train1813,7589,4,47548,1,-12707,2.4888654632,0.016602978,0.6899222927,9999.3440370304
train6065,2584,23808,34289,-46793,-34799,-0.0042569659,-0.0023219814,9998.0649543231,9998.0655282158
train12647,786,1,1,0,0,0.6501272265,0.5661577608,0.4769295712,0.4956038243
train4439,965,60851,65465,-9273,-43202,0.014507772,-0.0020725389,9994.8276840049,9994.8181601209
train4044,205,36350,32370,-18678,-7912,0.0243902439,0.156097561,9975.6434244169,9975.6001115417
train6403,1443,6749,20698,-40665,-61455,-0.0027720028,0.0048510049,9996.522677393,9996.5398693223
train4455,1715,60947,31043,-23056,-37943,-0.0034985423,0.0040816327,9997.0712952154,9997.0908789199
train8009,7669,29952,303525,-23965,-29552,0.0019559265,-0.0010431608,9999.3457206808,9999.3556052124
train3558,2335,9003,82454,-338270,-20073,-0.008993576,-0.0029978587,9997.8609494846,9997.8517837547
train9293,879,30372,41225,-32037,-22171,0.0056882821,-0.0113765643,9994.2993922737,9994.3095304094
train4190,1097,8332,34211,-83735,-19608,0.0054694622,0.000911577,9995.4425812765,9995.4389218611
train10950,550,28257,6,-32999,1,0.0109090909,3.0872727273,9990.9011527248,1.7580003667
train7313,2182,19433,79661,-42474,-64209,-0.0123739688,0.0027497709,9997.7031175334,9997.7007300763
train49,6194,67370,1,-29883,0,-0.0671617695,0.3840813691,9999.220312259,0.4863772929
train5418,4497,9406,6487,-171212,-71731,-0.0084500778,0.0046697799,9998.8899724555,9998.8890460821
train7755,6219,113691,3947,-18229,-256693,0.0004823927,-0.0011255829,9999.1959840552,9999.1994505496
train13222,617,6,38564,1,-23704,2.8752025932,-0.0113452188,1.3202024547,9991.893033216
train2590,530,27299,25150,-37848,-57090,0.0075471698,-0.0132075472,9990.55847873,9990.5636769326
train10027,1227,51364,46341,-13850,-38670,0.0187449063,-0.0065199674,9995.9260997744,9995.9240070463
train13160,803,47832,64881,-37307,-34257,-0.0074719801,0.0112079701,9993.7683543418,9993.7883474124
train6593,1429,52303,44745,-28310,-24003,-0.0062981106,-0.0125962211,9996.5026232304,9996.5030205992
train602,2375,116508,79531,-76858,-224718,0.4694736842,-0.0054736842,9998.0015985413,9997.8933401819
train15129,4964,1,1,0,0,0.0870265915,0.5733279613,0.2818740212,0.4945937829
train6825,3952,16039,30084,-6737,-106947,0.004048583,-0.0015182186,9998.7306461063,9998.7389537876
train5145,1122,17525,48527,-165542,-49325,-0.0026737968,0.0035650624,9995.5203115479,9995.5393050203
train3861,164,6,37808,1,-16083,4.6219512195,-0.0365853659,0.9832777925,9969.4993916752
train15771,1257,34471,20249,-33399,-5811,-0.0071599045,0.2012728719,9996.0112528216,9995.9360731142
train13252,1368,12,6864,1,-21034,8.8501461988,-0.0599415205,2.9364964966,9996.2942636349
train11674,1240,60329,5,-129920,1,-0.0032258065,1.514516129,9995.9615538213,1.296315719
train12801,1423,27993,32304,-35601,-47307,-0.0077301476,0.0098383696,9996.4877054984,9996.4950872502
train11684,1118,17948,53016,-51580,-38709,0.0053667263,0.011627907,9995.5324336153,9995.5236085096
train10999,701,46710,37822,-41352,-19139,0.0128388017,0.0085592011,9992.8717177879,9992.8786683224
train4072,1540,33424,37860,-31300,-43399,0.0051948052,-0.0012987013,9996.7438317502,9996.7409834859
train8102,3364,55658,79520,-31801,-68905,-0.0005945303,-0.0026753864,9998.515773831,9998.5188563478
train14072,3298,12,46429,1,-89694,8.4842328684,-0.0018192844,3.4609350747,9998.4876557134
train9439,841,32454,32241,-29018,-36559,-0.0095124851,-0.0095124851,9994.0417910946,9994.0373461146
train99,6110,39224,1,-37307,0,-0.0003273322,0.5615384615,9999.1776635204,0.4961985669
train1984,5198,118881,35293,-32144,-32834,0.0025009619,0.0800307811,9999.0416641505,9999.0446555654
train2150,821,28494,33218,-44060,-41781,0.0085261876,0.0036540804,9993.9020640805,9993.8998397061
train4980,2287,49100,40901,-11790,-66734,0.000437254,0.0021862702,9997.804823052,9997.8116413368
train13381,2374,25122,38923,-26842,-123365,-0.0037910699,0.0160067397,9997.8933077673,9997.9131715032
train10815,1532,21912,3,-241074,1,-0.0104438642,2.4373368146,9996.7363775505,0.6964026992
train9523,2500,25868,57117,-32145,-28572,0.0032,-0.0052,9997.9856726038,9997.9972175018
train15704,2746,18758,59899,-76476,-29245,0.0003641661,0.0029133285,9998.1781148634,9998.1775684597
train12446,5969,35294,1,-40380,0,-0.0016753225,0.6927458536,9999.1655556022,0.4613556502
train4644,1525,45689,33680,-24184,-35841,-0.0032786885,0.0032786885,9996.7183189378,9996.7320410709
train9050,1307,41752,41613,-48166,-58887,0.0091813313,0.0084162204,9996.1699454894,9996.1664291082
train13929,964,48529,4772,-35671,-64002,0.0114107884,0.005186722,9994.8156654115,9994.8195921404
train11146,611,6,6649,1,-81148,4.5220949264,0.0016366612,1.163022558,9991.8307871751
train4073,643,32629,34293,-36546,-12691,0.0031104199,-0.0093312597,9992.2131402465,9992.2157221906
train15728,578,40887,1,-28153,0,0.0051903114,0.4152249135,9991.3545989233,0.4927607784
train11579,4719,9,53204,1,-39346,5.798474253,0.0067810977,2.3217258441,9998.9463285509
train8793,944,12705,77501,-196688,-36921,0.0042372881,0.0052966102,9994.7063244847,9994.6977169048
train9909,1950,80873,27354,-29233,-61592,0.0015384615,0,9997.4337451526,9997.4400832644
train3099,530,25631,32643,-44748,-34029,0.0188679245,-0.0283018868,9990.5563859843,9990.5616646248
train8346,4660,92506,29573,-20891,-56826,0.0075107296,0.0010729614,9998.9320262628,9998.9257731065
train12738,1349,11557,38200,-104738,-20631,-0.0074128984,-0.0037064492,9996.3085094502,9996.2954370494
train13826,606,19920,32277,-16008,-24685,0.0099009901,0.0148514851,9991.7326526755,9991.7459353415
train10345,1067,33719,19,-16331,1,-0.0046860356,10.1949390815,9995.2980747719,4.8081714137
train8641,1470,24511,15194,-43834,-53792,0.0095238095,-0.0088435374,9996.5996901895,9996.6015200298
train11395,706,22057,28854,-17159,-37268,-0.0212464589,0.0155807365,9992.9150956372,9992.9164400845
train12097,5672,1,1,0,0,0.7552891396,0.428596615,0.4299156373,0.494875294
train6697,946,6640,20907,-87434,-66502,0,0.0010570825,9994.7045622933,9994.7162503468
train1803,1795,29096,34813,-36125,-20946,-0.0038997214,-0.0072423398,9997.2165510321,9997.2118832675
train15710,1466,3468,1,-41215,0,-0.0798090041,0.8785811733,9996.5658619603,0.3266133727
train4244,3076,34476,105541,-23249,-40176,0,0.0035760728,9998.383630941,9998.3826903299
train409,555,39746,25856,-77650,-45520,-0.0054054054,-0.0162162162,9990.9970113624,9990.9882301078
train591,6211,217,1,-582080,0,-0.0236676864,0.5865400097,9999.1943240531,0.4924538828
train16131,1331,44172,40056,-36682,-53553,0.026296018,0.0383170548,9996.2478794034,9996.2383085262
train14837,1046,53790,32098,-11907,-34051,-0.0019120459,0.0057361377,9995.2000637092,9995.2118752019
train24,755,3,3,1,1,1.6569536424,1.9814569536,0.8659496899,0.3742372328
train258,3459,56710,40055,-28473,-33177,-0.0043365134,0.0031801099,9998.5505830043,9998.5585993701
train9203,2996,36109,15508,-34444,-25333,0.0036715621,-0.0066755674,9998.333267291,9998.3190621915
train12851,570,39502,74593,-19585,-27971,-0.0561403509,-0.0052631579,9991.2706095541,9991.2232277981
train664,1469,917,4,-375098,1,-0.0068073519,2.2334921715,9996.5875964658,0.5757241187
train4433,781,49866,51411,-54525,-37417,-0.0012804097,0.0166453265,9993.5861556139,9993.5847858355
train14982,3406,59017,44504,-30243,-34213,0.0035231944,0.0108631826,9998.5348632788,9998.5289146462
train1180,530,32170,25600,-38149,-28014,-0.0056603774,0.020754717,9990.5727436044,9990.5631445306
train4576,7819,49891,58119,-84515,-54485,0.0008952551,0.0037089142,9999.3584278845,9999.3574936379
train3800,2458,19423,24571,-185715,-59986,-0.0146460537,0.2693246542,9997.9434260246,9997.9420530456
train10720,5978,11,18737,1,-44501,3.8574774172,-0.0013382402,3.0207980629,9999.1602773561
train7966,3508,32985,34180,-31905,-36136,0.0091220068,-0.0008551881,9998.5655674695,9998.5756023031
train16187,192,18789,13231,-24965,-26049,0.0208333333,0.03125,9973.9385739361,9973.9834276828
train1288,4707,43837,22103,-28204,-25825,-0.0072232845,0.0257063947,9998.9334654723,9998.9122225864
train196,2694,46908,4,-29272,1,-0.0033407572,2.785077951,9998.1423731361,0.980613896
train16168,349,25108,77440,-34386,-9799,-0.0114613181,0.0028653295,9985.7125713996,9985.649726835
train5822,5560,118578,62105,-67185,-68884,-0.001618705,0.0080935252,9999.0996210215,9999.1019178256
train7341,1093,16529,15846,-74775,-48412,-0.0054894785,0.0027447392,9995.4229745898,9995.4201234686
train4196,565,27546,24492,-27086,-31114,0,-0.0088495575,9991.1457978543,9991.1483207034
train11182,4016,27548,1,-29094,0,-0.0034860558,0.8941733068,9998.7550621224,0.3076156762
train14459,912,38435,28379,-38412,-37605,-0.0350877193,-0.0043859649,9994.5081976456,9994.5124273307
train10742,1765,54343,1,-24096,0,0.0073654391,0.3813031161,9997.1641052194,0.4857067528
train3570,3441,32038,22264,-21718,-14411,0.0069747167,0.001453066,9998.554407949,9998.5554049423
train9295,1904,29988,14642,-36203,-62629,-0.0094537815,0.0052521008,9997.3698315747,9997.3857855512
train4508,6904,58155,11367,-23901,-13592,-0.0031865585,-0.0046349942,9999.2750458392,9999.2725102112
train1056,956,57584,37293,-25315,-35347,-0.0020920502,-0.0020920502,9994.7814923336,9994.7680121727
train1816,1721,31937,16901,-9333,-7094,-0.0180127833,-0.0563625799,9997.1033435848,9997.0717496967
train5154,2438,27178,31746,-26149,-33531,-0.0086136177,0.0082034454,9997.9420799796,9997.9484434901
train13227,690,54166,14177,-29264,-24775,-0.0028985507,0.0057971014,9992.745179683,9992.7544063713
train10138,5325,1,8813,0,-67215,0.5513615023,-0.0003755869,0.4973550001,9999.059716075
train13002,4711,137853,1,-22726,0,0.0036085757,0.5219698578,9998.9308490328,0.4995170921
train11386,1844,1,25553,0,-14326,0.0135574837,0.0032537961,0.115644621,9997.2891587053
train7263,1597,49379,41060,-17153,-21367,0.0169067001,0.0043832185,9996.88807198,9996.8546262758
train4706,1887,371851,35196,-902,-33969,0.0063593005,0.0052994171,9997.3492375951,9997.3483068774
train2743,784,17635,21887,-96756,-50320,-0.0140306122,-0.0089285714,9993.6099553592,9993.6240314417
train11049,598,38678,28590,-9047,-30497,0.0200668896,-0.0100334448,9991.6403937889,9991.6182910216
train13362,687,31509,88135,-27333,-13832,-0.0131004367,0.0844250364,9992.7112076405,9992.6978479829
train9982,4121,26643,114999,-27780,-27312,-0.0041252123,0.0060664887,9998.784059961,9998.7848577518
train14615,1155,11752,15408,-65677,-13865,0.038961039,0.0077922078,9995.7250910736,9995.6762475496
train10100,787,28417,30079,-36530,-36504,0.0114358323,-0.0025412961,9993.6604010777,9993.6382700661
train8008,709,101569,140437,-1097,-76550,0.1692524683,0.0126939351,9992.9069425149,9992.9570660378
train6901,764,8460,47948,-46417,-20283,0.002617801,-0.0039267016,9993.4577071712,9993.4589184998
train962,1303,47756,13,-21723,1,0.0038372985,6.1696085955,9996.1608575612,4.717296963
train2224,597,29109,60863,-12702,-17559,-0.0033500838,-0.02680067,9991.6192779566,9991.614445562
train3583,1977,1,1,0,0,0.8072837633,0.7946383409,0.3944321093,0.4039656521
train1434,547,33088,62719,-20001,-22649,0.0091407678,-0.0219378428,9990.8717166247,9990.8593791012
train14823,785,11138,27808,-47811,-43796,-0.0012738854,-0.0025477707,9993.6265771906,9993.6400522026
train3323,461,1,29681,0,-23218,0.464208243,-0.0238611714,0.4987173048,9989.1708280719
train11601,1407,30067,1,-27602,0,-0.013503909,0.5707178394,9996.4387351925,0.4949737237
train4525,5461,40745,48849,-52853,-45666,-0.0051272661,0.0064090826,9999.0874701925,9999.0835788727
train9148,3112,42787,31538,-80705,-37721,-0.0035347044,0.0019280206,9998.3959378493,9998.3903523924
train7401,639,44249,39302,-45738,-39491,0.0187793427,0.0046948357,9992.1746600944,9992.1708819581
train3411,6836,115097,1,-40304,0,0.0019016969,0.5405207724,9999.2674781075,0.4983553622
train9893,780,10518,26375,-34023,-40171,0.0025641026,-0.0025641026,9993.5717540106,9993.588676028
