SampleID,A->B,B->A,A-B or A|B
train6577,0.362408,0.321335,0.316257
train6578,0.393536,0.301386,0.305078
train6579,0.351988,0.317692,0.330320
train6580,0.146539,0.437556,0.415905
train6581,0.317536,0.075036,0.607428
train6582,0.147124,0.833231,0.019645
train6583,0.850159,0.069492,0.080349
train6584,0.812970,0.175829,0.011200
train6585,0.282859,0.467234,0.249907
train6586,0.437278,0.040364,0.522358
train6587,0.737534,0.203260,0.059206
train6588,0.160141,0.806820,0.033039
train6589,0.267549,0.532059,0.200392
train6590,0.147930,0.661820,0.190250
train6591,0.073294,0.108450,0.818256
train6592,0.519110,0.103523,0.377367
train6593,0.661924,0.253612,0.084464
train6594,0.037851,0.092355,0.869794
train6595,0.087400,0.198392,0.714208
train6596,0.384261,0.203781,0.411958
train6597,0.235184,0.518998,0.245818
train6598,0.076291,0.273367,0.650342
train6599,0.026287,0.968849,0.004864
train6600,0.467213,0.402343,0.130444
train6601,0.084267,0.769161,0.146572
train6602,0.249226,0.395102,0.355671
train6603,0.181229,0.656888,0.161883
train6604,0.368189,0.472468,0.159343
train6605,0.409256,0.105199,0.485546
train6606,0.180207,0.696604,0.123189
train6607,0.657521,0.321978,0.020500
train6608,0.719268,0.155672,0.125059
train6609,0.379555,0.231675,0.388770
train6610,0.113247,0.026474,0.860280
train6611,0.164527,0.136019,0.699454
train6612,0.497628,0.285137,0.217235
train6613,0.443543,0.031646,0.524811
train6614,0.257349,0.676077,0.066573
train6615,0.053900,0.899093,0.047007
train6616,0.258590,0.397323,0.344086
train6617,0.435480,0.016304,0.548216
train6618,0.386704,0.020642,0.592654
train6619,0.015261,0.515860,0.468879
train6620,0.216171,0.416353,0.367476
train6621,0.628311,0.100684,0.271005
train6622,0.239571,0.547640,0.212789
train6623,0.500193,0.105888,0.393919
train6624,0.096037,0.756638,0.147326
train6625,0.293774,0.197342,0.508885
train6626,0.309158,0.583158,0.107685
train6627,0.498792,0.296853,0.204355
train6628,0.447303,0.069749,0.482948
train6629,0.396537,0.573054,0.030409
train6630,0.258538,0.734798,0.006664
train6631,0.520198,0.329778,0.150024
train6632,0.328563,0.627519,0.043918
train6633,0.082895,0.797125,0.119980
train6634,0.353972,0.573819,0.072209
train6635,0.102179,0.037249,0.860572
train6636,0.054723,0.901928,0.043349
train6637,0.629327,0.112207,0.258466
train6638,0.118734,0.805234,0.076032
train6639,0.486866,0.364248,0.148886
train6640,0.757270,0.020378,0.222352
train6641,0.256600,0.165874,0.577526
train6642,0.605778,0.305894,0.088328
train6643,0.438990,0.169766,0.391244
train6644,0.032005,0.364029,0.603966
train6645,0.409471,0.073323,0.517206
train6646,0.428900,0.004668,0.566431
train6647,0.016972,0.805548,0.177480
train6648,0.219817,0.185815,0.594368
train6649,0.540634,0.225674,0.233692
train6650,0.211902,0.282412,0.505687
train6651,0.371470,0.505431,0.123099
train6652,0.513010,0.181486,0.305504
train6653,0.276341,0.092855,0.630805
train6654,0.415319,0.022903,0.561778
train6655,0.193459,0.305432,0.501109
train6656,0.137403,0.675213,0.187384
train6657,0.005081,0.475926,0.518994
train6658,0.141244,0.622036,0.236720
train6659,0.626632,0.366750,0.006617
train6660,0.474823,0.224226,0.300950
train6661,0.369727,0.290499,0.339774
train6662,0.651977,0.084514,0.263509
train6663,0.028104,0.129731,0.842165
train6664,0.390032,0.496089,0.113878
train6665,0.817653,0.046956,0.135391
train6666,0.086280,0.540681,0.373039
train6667,0.586485,0.209388,0.204128
train6668,0.136529,0.164548,0.698923
train6669,0.040263,0.517054,0.442683
train6670,0.054713,0.130797,0.814490
train6671,0.275361,0.195750,0.528889
train6672,0.455184,0.061958,0.482859
train6673,0.492637,0.272447,0.234916
train6674,0.599245,0.114709,0.286046
train6675,0.320107,0.154220,0.525673
train6676,0.378505,0.519284,0.102211
train6677,0.529691,0.160965,0.309344
train6678,0.423068,0.100295,0.476638
train6679,0.272749,0.106458,0.620793
train6680,0.089464,0.890712,0.019824
train6681,0.196188,0.200890,0.602922
train6682,0.447234,0.128778,0.423988
train6683,0.181092,0.316234,0.502675
train6684,0.031976,0.367697,0.600327
train6685,0.470291,0.164772,0.364937
train6686,0.227958,0.442732,0.329310
train6687,0.441211,0.336287,0.222502
train6688,0.582305,0.246078,0.171617
train6689,0.167119,0.365494,0.467387
train6690,0.285191,0.625744,0.089065
train6691,0.249144,0.749230,0.001627
train6692,0.249127,0.430949,0.319924
train6693,0.169260,0.432354,0.398385
train6694,0.716529,0.256321,0.027150
train6695,0.560399,0.250621,0.188979
train6696,0.163390,0.253432,0.583178
train6697,0.440877,0.002958,0.556165
train6698,0.713511,0.093464,0.193025
train6699,0.638249,0.143426,0.218325
train6700,0.842273,0.071660,0.086067
train6701,0.516855,0.204321,0.278824
train6702,0.859398,0.031534,0.109069
train6703,0.260193,0.416943,0.322864
train6704,0.289236,0.284278,0.426486
train6705,0.401302,0.420130,0.178568
train6706,0.146033,0.702424,0.151544
train6707,0.522897,0.474523,0.002580
train6708,0.192906,0.730229,0.076865
train6709,0.253021,0.055572,0.691407
train6710,0.252310,0.739030,0.008660
train6711,0.230304,0.445460,0.324236
train6712,0.376771,0.441569,0.181660
train6713,0.131549,0.137536,0.730915
train6714,0.215888,0.309767,0.474345
train6715,0.009455,0.655407,0.335138
train6716,0.426924,0.336716,0.236359
train6717,0.400159,0.482767,0.117074
train6718,0.209660,0.094357,0.695983
train6719,0.175471,0.731173,0.093357
train6720,0.084889,0.280786,0.634326
train6721,0.669973,0.168014,0.162013
train6722,0.100662,0.279702,0.619636
train6723,0.060859,0.435229,0.503912
train6724,0.474159,0.155510,0.370331
train6725,0.092023,0.757670,0.150307
train6726,0.398356,0.060210,0.541434
train6727,0.801656,0.128063,0.070281
train6728,0.363629,0.080398,0.555972
train6729,0.099899,0.771652,0.128449
train6730,0.854122,0.096822,0.049055
train6731,0.068547,0.850287,0.081166
train6732,0.073906,0.702246,0.223848
train6733,0.640524,0.311597,0.047879
train6734,0.287233,0.020935,0.691832
train6735,0.642486,0.178495,0.179019
train6736,0.667389,0.066701,0.265910
train6737,0.392672,0.413166,0.194162
train6738,0.539525,0.358499,0.101976
train6739,0.110209,0.797823,0.091969
train6740,0.191908,0.313232,0.494860
train6741,0.002260,0.540623,0.457117
train6742,0.312534,0.240277,0.447189
train6743,0.298198,0.654986,0.046816
train6744,0.057033,0.718095,0.224872
train6745,0.021550,0.828923,0.149527
train6746,0.210255,0.704649,0.085096
train6747,0.883052,0.026522,0.090426
train6748,0.473053,0.351682,0.175264
train6749,0.622112,0.252629,0.125259
train6750,0.348157,0.370017,0.281826
train6751,0.053536,0.688634,0.257830
train6752,0.068619,0.062875,0.868505
train6753,0.044167,0.860216,0.095617
train6754,0.942175,0.051207,0.006618
train6755,0.062755,0.896461,0.040784
train6756,0.311325,0.124052,0.564623
train6757,0.452960,0.224913,0.322127
train6758,0.059935,0.776524,0.163541
train6759,0.492423,0.461375,0.046202
train6760,0.311290,0.356643,0.332067
train6761,0.295324,0.669624,0.035052
train6762,0.502758,0.040921,0.456321
train6763,0.137298,0.145365,0.717337
train6764,0.557102,0.006631,0.436267
train6765,0.292329,0.363329,0.344342
train6766,0.270125,0.329046,0.400829
train6767,0.224408,0.546619,0.228973
train6768,0.120885,0.199916,0.679198
train6769,0.237132,0.543084,0.219784
train6770,0.358050,0.125192,0.516758
train6771,0.126579,0.261800,0.611620
train6772,0.256577,0.391055,0.352368
train6773,0.163224,0.225990,0.610786
train6774,0.192193,0.711538,0.096269
train6775,0.512046,0.178480,0.309474
train6776,0.611211,0.291818,0.096971
train6777,0.338597,0.278136,0.383267
train6778,0.153588,0.367615,0.478797
train6779,0.500291,0.153239,0.346470
train6780,0.059855,0.791077,0.149069
train6781,0.098062,0.291838,0.610100
train6782,0.378253,0.453127,0.168620
train6783,0.180650,0.238267,0.581083
train6784,0.668792,0.053013,0.278195
train6785,0.678948,0.137656,0.183396
train6786,0.612774,0.113840,0.273386
train6787,0.906606,0.077412,0.015982
train6788,0.755022,0.013893,0.231085
train6789,0.084199,0.911280,0.004521
train6790,0.364492,0.200915,0.434592
train6791,0.615478,0.358549,0.025972
train6792,0.651686,0.337583,0.010731
train6793,0.764634,0.206360,0.029006
train6794,0.758320,0.060776,0.180904
train6795,0.575782,0.367802,0.056416
train6796,0.018813,0.393361,0.587826
train6797,0.443453,0.328025,0.228522
train6798,0.584124,0.276270,0.139606
train6799,0.698107,0.277841,0.024051
train6800,0.237687,0.248929,0.513383
train6801,0.309876,0.443923,0.246200
train6802,0.262789,0.701629,0.035581
train6803,0.207601,0.000604,0.791795
train6804,0.221321,0.692089,0.086590
train6805,0.725314,0.014474,0.260212
train6806,0.887689,0.091586,0.020725
train6807,0.235170,0.646796,0.118034
train6808,0.308356,0.410430,0.281215
train6809,0.665765,0.276921,0.057314
train6810,0.443706,0.132997,0.423297
train6811,0.593700,0.202092,0.204208
train6812,0.184139,0.225138,0.590723
train6813,0.216892,0.592934,0.190174
train6814,0.095951,0.444262,0.459787
train6815,0.596715,0.118915,0.284370
train6816,0.070115,0.115756,0.814128
train6817,0.328246,0.620795,0.050960
train6818,0.289669,0.225936,0.484395
train6819,0.539185,0.367011,0.093804
train6820,0.812069,0.070730,0.117201
train6821,0.803529,0.033400,0.163072
train6822,0.208416,0.315465,0.476119
train6823,0.482299,0.162867,0.354834
train6824,0.044614,0.113307,0.842079
train6825,0.314953,0.478348,0.206699
train6826,0.100531,0.284363,0.615107
train6827,0.541542,0.120762,0.337696
train6828,0.688442,0.274271,0.037287
train6829,0.592981,0.170623,0.236396
train6830,0.454057,0.494035,0.051908
train6831,0.040310,0.275641,0.684049
train6832,0.039315,0.108163,0.852522
train6833,0.159771,0.020847,0.819382
train6834,0.013126,0.887435,0.099439
train6835,0.076245,0.357508,0.566247
train6836,0.133359,0.062185,0.804456
train6837,0.725831,0.045852,0.228316
train6838,0.072124,0.631717,0.296158
train6839,0.069884,0.155581,0.774535
train6840,0.168757,0.421274,0.409970
train6841,0.272915,0.225770,0.501315
train6842,0.423149,0.362532,0.214319
train6843,0.441672,0.189203,0.369125
train6844,0.369983,0.145538,0.484479
train6845,0.237737,0.418855,0.343408
train6846,0.365479,0.201576,0.432946
train6847,0.134132,0.128379,0.737488
train6848,0.661300,0.019106,0.319595
train6849,0.001137,0.202441,0.796422
train6850,0.684204,0.197604,0.118192
train6851,0.227951,0.370437,0.401611
train6852,0.371868,0.469684,0.158448
train6853,0.210671,0.015993,0.773336
train6854,0.788179,0.192999,0.018822
train6855,0.311341,0.647837,0.040822
train6856,0.107925,0.658394,0.233681
train6857,0.086942,0.823206,0.089852
train6858,0.785000,0.202796,0.012204
train6859,0.030383,0.632408,0.337209
train6860,0.564200,0.393376,0.042424
train6861,0.176550,0.773373,0.050078
train6862,0.077437,0.145799,0.776764
train6863,0.148481,0.541886,0.309633
train6864,0.546328,0.200764,0.252909
train6865,0.372273,0.339868,0.287859
train6866,0.277378,0.675992,0.046630
train6867,0.077664,0.235570,0.686766
train6868,0.460758,0.406072,0.133170
train6869,0.004556,0.267567,0.727876
train6870,0.598820,0.090626,0.310554
train6871,0.076545,0.491706,0.431749
train6872,0.042118,0.610041,0.347841
train6873,0.772141,0.043086,0.184773
train6874,0.128332,0.390748,0.480920
train6875,0.265393,0.136373,0.598234
train6876,0.081469,0.121912,0.796620
train6877,0.144218,0.135391,0.720391
train6878,0.649397,0.298566,0.052037
train6879,0.212520,0.772546,0.014933
train6880,0.276664,0.601471,0.121864
train6881,0.318048,0.058456,0.623496
train6882,0.412253,0.543815,0.043932
train6883,0.513025,0.036452,0.450523
train6884,0.505732,0.210113,0.284155
train6885,0.304571,0.462130,0.233298
train6886,0.872996,0.003578,0.123426
train6887,0.250976,0.565499,0.183525
train6888,0.237312,0.128190,0.634499
train6889,0.212528,0.417699,0.369773
train6890,0.021854,0.564112,0.414033
train6891,0.058622,0.237427,0.703952
train6892,0.152191,0.620458,0.227351
train6893,0.589036,0.379882,0.031081
train6894,0.417584,0.263726,0.318690
train6895,0.180464,0.785408,0.034128
train6896,0.089965,0.474473,0.435562
train6897,0.407262,0.376426,0.216312
train6898,0.848380,0.058468,0.093152
train6899,0.008548,0.640252,0.351200
train6900,0.326710,0.231793,0.441496
train6901,0.428753,0.412713,0.158534
train6902,0.853722,0.053713,0.092565
train6903,0.285237,0.411611,0.303153
train6904,0.247412,0.166385,0.586204
train6905,0.763445,0.022578,0.213977
train6906,0.027646,0.163453,0.808901
train6907,0.199576,0.090085,0.710340
train6908,0.019077,0.848243,0.132680
train6909,0.025355,0.871748,0.102897
train6910,0.758402,0.064684,0.176914
train6911,0.289689,0.263695,0.446616
train6912,0.811624,0.056882,0.131494
train6913,0.104494,0.197999,0.697508
train6914,0.031177,0.352843,0.615981
train6915,0.398532,0.218596,0.382872
train6916,0.029294,0.004443,0.966264
train6917,0.166897,0.237554,0.595549
train6918,0.188576,0.186078,0.625346
train6919,0.551621,0.089770,0.358609
train6920,0.504432,0.334637,0.160932
train6921,0.215177,0.333052,0.451771
train6922,0.641064,0.041902,0.317034
train6923,0.728299,0.268849,0.002853
train6924,0.935908,0.049321,0.014770
train6925,0.705262,0.161003,0.133735
train6926,0.159475,0.480230,0.360294
train6927,0.099060,0.759510,0.141430
train6928,0.072977,0.069413,0.857610
train6929,0.254753,0.504290,0.240957
train6930,0.336522,0.378234,0.285245
train6931,0.268395,0.013262,0.718342
train6932,0.122480,0.449991,0.427528
train6933,0.620796,0.265930,0.113274
train6934,0.109184,0.644981,0.245834
train6935,0.072249,0.790696,0.137055
train6936,0.544310,0.366943,0.088746
train6937,0.926220,0.005689,0.068092
train6938,0.744829,0.109141,0.146031
train6939,0.550747,0.055029,0.394224
train6940,0.128317,0.106237,0.765447
train6941,0.392510,0.025384,0.582106
train6942,0.322024,0.536634,0.141342
train6943,0.023222,0.495046,0.481732
train6944,0.418875,0.253563,0.327561
train6945,0.378041,0.440003,0.181956
train6946,0.070764,0.540805,0.388430
train6947,0.142995,0.591881,0.265124
train6948,0.674526,0.180852,0.144622
train6949,0.050911,0.434592,0.514497
train6950,0.292515,0.016818,0.690667
train6951,0.200283,0.206716,0.593001
train6952,0.015072,0.948757,0.036171
train6953,0.272946,0.142303,0.584751
train6954,0.138278,0.478338,0.383384
train6955,0.296901,0.388639,0.314460
train6956,0.073146,0.628613,0.298241
train6957,0.297130,0.445696,0.257174
train6958,0.288079,0.327594,0.384328
train6959,0.605296,0.172858,0.221846
train6960,0.104152,0.890383,0.005465
train6961,0.054751,0.611271,0.333978
train6962,0.628777,0.219120,0.152102
train6963,0.342741,0.196148,0.461111
train6964,0.128998,0.826171,0.044831
train6965,0.775290,0.102563,0.122147
train6966,0.601480,0.121091,0.277429
train6967,0.525131,0.290474,0.184395
train6968,0.265715,0.183792,0.550493
train6969,0.026455,0.672838,0.300707
train6970,0.292043,0.070631,0.637326
train6971,0.013821,0.646201,0.339979
train6972,0.525896,0.345926,0.128178
train6973,0.292546,0.427302,0.280152
train6974,0.234396,0.501110,0.264494
train6975,0.565372,0.404932,0.029696
train6976,0.061536,0.931450,0.007014
train6977,0.657399,0.175788,0.166813
train6978,0.644006,0.169280,0.186714
train6979,0.049316,0.827213,0.123471
train6980,0.220742,0.546774,0.232484
train6981,0.819477,0.153989,0.026534
train6982,0.500685,0.060523,0.438791
train6983,0.743740,0.210853,0.045407
train6984,0.509626,0.334862,0.155512
train6985,0.082586,0.570591,0.346822
train6986,0.068195,0.523356,0.408448
train6987,0.006663,0.914862,0.078475
train6988,0.359088,0.465197,0.175716
train6989,0.598861,0.007098,0.394041
train6990,0.557435,0.016488,0.426077
train6991,0.185843,0.589210,0.224947
train6992,0.704389,0.153642,0.141969
train6993,0.145458,0.259294,0.595248
train6994,0.158715,0.089589,0.751696
train6995,0.207609,0.372421,0.419971
train6996,0.566698,0.012443,0.420859
train6997,0.174473,0.307535,0.517992
train6998,0.511384,0.249388,0.239228
train6999,0.379704,0.204659,0.415636
train7000,0.445953,0.103611,0.450436
train7001,0.340801,0.631466,0.027733
train7002,0.192497,0.460176,0.347328
train7003,0.519170,0.183434,0.297395
train7004,0.183808,0.085644,0.730548
train7005,0.703724,0.266455,0.029821
train7006,0.125670,0.587180,0.287150
train7007,0.333933,0.133678,0.532389
train7008,0.106297,0.110907,0.782796
train7009,0.463657,0.200659,0.335684
train7010,0.195629,0.703290,0.101081
train7011,0.737370,0.256199,0.006431
train7012,0.693409,0.098175,0.208416
train7013,0.219853,0.656955,0.123191
train7014,0.233870,0.200758,0.565372
train7015,0.594797,0.045540,0.359664
train7016,0.326720,0.639864,0.033417
train7017,0.098389,0.562711,0.338900
train7018,0.200422,0.543951,0.255627
train7019,0.583784,0.116621,0.299595
train7020,0.631573,0.220650,0.147777
train7021,0.201630,0.071363,0.727007
train7022,0.485792,0.374384,0.139824
train7023,0.791967,0.127948,0.080085
train7024,0.302364,0.110572,0.587065
train7025,0.736441,0.191676,0.071883
train7026,0.084587,0.664996,0.250417
train7027,0.152261,0.591662,0.256077
train7028,0.405866,0.191225,0.402908
train7029,0.341839,0.646642,0.011519
train7030,0.119943,0.512241,0.367816
train7031,0.198481,0.241199,0.560320
train7032,0.458151,0.131324,0.410526
train7033,0.051330,0.885487,0.063183
train7034,0.407702,0.291144,0.301153
train7035,0.693464,0.237000,0.069536
train7036,0.867617,0.070410,0.061973
train7037,0.460851,0.514461,0.024688
train7038,0.211449,0.093781,0.694770
train7039,0.369196,0.097319,0.533484
train7040,0.289125,0.175425,0.535450
train7041,0.616754,0.110032,0.273213
train7042,0.049940,0.847562,0.102497
train7043,0.066568,0.360873,0.572559
train7044,0.515677,0.412527,0.071795
train7045,0.513281,0.484743,0.001976
train7046,0.323918,0.672647,0.003435
train7047,0.198683,0.383382,0.417935
train7048,0.059288,0.828144,0.112569
train7049,0.419005,0.284805,0.296189
train7050,0.675585,0.219638,0.104777
train7051,0.150248,0.709028,0.140724
train7052,0.410774,0.468010,0.121216
train7053,0.536083,0.323868,0.140050
train7054,0.523720,0.350348,0.125932
train7055,0.165845,0.575050,0.259104
train7056,0.278871,0.332003,0.389126
train7057,0.017795,0.045363,0.936841
train7058,0.222221,0.201658,0.576121
