SampleID,A->B,B->A,A-B,A|B
train6566,0.235757,0.105013,0.389438,0.269792
train6567,0.725913,0.132812,0.025310,0.115965
train6568,0.085665,0.016909,0.581491,0.315935
train6569,0.134423,0.045263,0.016714,0.803599
train6570,0.275846,0.441215,0.248520,0.034419
train6571,0.248551,0.499285,0.124332,0.127831
train6572,0.062736,0.571784,0.234740,0.130740
train6573,0.460685,0.029996,0.378757,0.130562
train6574,0.524344,0.278831,0.096696,0.100129
train6575,0.897922,0.004703,0.036632,0.060743
train6576,0.080893,0.015177,0.876844,0.027086
train6577,0.687015,0.044398,0.200626,0.067962
train6578,0.364427,0.372477,0.015240,0.247856
train6579,0.033867,0.546597,0.136748,0.282789
train6580,0.147389,0.434220,0.264354,0.154037
train6581,0.179990,0.252217,0.188316,0.379478
train6582,0.235770,0.174042,0.134122,0.456066
train6583,0.232723,0.406315,0.204394,0.156568
train6584,0.358007,0.308562,0.068891,0.264539
train6585,0.148928,0.426669,0.342579,0.081825
train6586,0.240977,0.466948,0.186350,0.105725
train6587,0.181309,0.099885,0.184229,0.534577
train6588,0.027937,0.324242,0.349984,0.297837
train6589,0.623448,0.128387,0.149712,0.098452
train6590,0.230679,0.030933,0.151436,0.586952
train6591,0.008204,0.064659,0.823037,0.104100
train6592,0.341160,0.365714,0.260981,0.032144
train6593,0.022124,0.167385,0.606114,0.204377
train6594,0.564810,0.287187,0.074143,0.073860
train6595,0.004767,0.645906,0.340551,0.008776
train6596,0.171967,0.545731,0.232903,0.049400
train6597,0.028858,0.143093,0.430435,0.397615
train6598,0.018924,0.129753,0.036940,0.814383
train6599,0.132731,0.118997,0.490133,0.258139
train6600,0.606870,0.243504,0.026052,0.123574
train6601,0.278440,0.342594,0.201639,0.177327
train6602,0.222301,0.201481,0.492966,0.083252
train6603,0.596757,0.145624,0.128780,0.128839
train6604,0.175741,0.133245,0.446897,0.244116
train6605,0.042904,0.048467,0.826037,0.082591
train6606,0.028334,0.506422,0.034552,0.430693
train6607,0.048362,0.422411,0.070572,0.458656
train6608,0.104894,0.051436,0.747311,0.096359
train6609,0.586821,0.158374,0.217610,0.037195
train6610,0.138100,0.080330,0.000435,0.781134
train6611,0.330344,0.187303,0.081880,0.400474
train6612,0.348656,0.367447,0.251202,0.032695
train6613,0.022366,0.034660,0.089375,0.853599
train6614,0.290731,0.108727,0.170782,0.429759
train6615,0.060442,0.277268,0.327928,0.334363
train6616,0.405244,0.182844,0.327342,0.084570
train6617,0.194126,0.217062,0.550916,0.037897
train6618,0.160199,0.043184,0.289073,0.507544
train6619,0.025743,0.739950,0.121816,0.112491
train6620,0.202259,0.722200,0.026770,0.048770
train6621,0.307989,0.213711,0.399809,0.078492
train6622,0.478247,0.002602,0.018218,0.500933
train6623,0.207860,0.233169,0.070564,0.488407
train6624,0.745537,0.111830,0.050818,0.091815
train6625,0.034728,0.737991,0.027872,0.199408
train6626,0.102754,0.325891,0.154233,0.417122
train6627,0.270942,0.160373,0.338295,0.230390
train6628,0.008474,0.512835,0.168896,0.309796
train6629,0.158914,0.143249,0.499034,0.198803
train6630,0.230749,0.522669,0.017536,0.229045
train6631,0.096680,0.858812,0.043890,0.000618
train6632,0.084231,0.201363,0.524075,0.190331
train6633,0.400694,0.036850,0.217098,0.345357
train6634,0.486784,0.233663,0.194868,0.084686
train6635,0.047138,0.392113,0.233227,0.327522
train6636,0.174609,0.158942,0.169979,0.496470
train6637,0.000877,0.346884,0.326336,0.325903
train6638,0.270511,0.207086,0.454147,0.068257
train6639,0.622712,0.063913,0.167896,0.145479
train6640,0.603129,0.102803,0.148866,0.145202
train6641,0.352697,0.047162,0.168670,0.431471
train6642,0.200801,0.014947,0.698386,0.085866
train6643,0.146960,0.082540,0.493100,0.277400
train6644,0.190011,0.286039,0.120008,0.403942
train6645,0.435061,0.155897,0.253109,0.155934
train6646,0.023178,0.158724,0.193345,0.624753
train6647,0.419320,0.072026,0.274478,0.234175
train6648,0.244012,0.227251,0.087059,0.441677
train6649,0.080390,0.404162,0.209796,0.305652
train6650,0.413297,0.220371,0.285073,0.081260
train6651,0.174632,0.513155,0.070382,0.241831
train6652,0.090049,0.338552,0.064513,0.506886
train6653,0.071785,0.640351,0.019525,0.268339
train6654,0.816977,0.042619,0.008202,0.132201
train6655,0.082403,0.436284,0.002569,0.478744
train6656,0.021221,0.103445,0.207947,0.667387
train6657,0.138382,0.275468,0.386549,0.199601
train6658,0.418414,0.014000,0.515336,0.052251
train6659,0.049983,0.191020,0.496527,0.262470
train6660,0.273483,0.175370,0.058545,0.492602
train6661,0.038444,0.595799,0.255066,0.110691
train6662,0.011746,0.077012,0.190105,0.721137
train6663,0.130522,0.452340,0.010743,0.406395
train6664,0.565056,0.189367,0.201108,0.044469
train6665,0.317058,0.080289,0.307746,0.294907
train6666,0.462505,0.102138,0.125948,0.309410
train6667,0.254027,0.176609,0.174132,0.395231
train6668,0.157883,0.283405,0.549495,0.009218
train6669,0.326451,0.259766,0.278373,0.135409
train6670,0.029714,0.415462,0.248270,0.306555
train6671,0.304054,0.213854,0.471687,0.010405
train6672,0.026628,0.458253,0.030311,0.484808
train6673,0.308697,0.020400,0.648692,0.022212
train6674,0.094522,0.624848,0.098043,0.182587
train6675,0.352915,0.172372,0.078172,0.396542
train6676,0.496842,0.046437,0.066294,0.390426
train6677,0.235942,0.577285,0.127975,0.058798
train6678,0.448352,0.497632,0.035299,0.018718
train6679,0.254616,0.460689,0.239549,0.045146
train6680,0.076277,0.341508,0.265186,0.317028
train6681,0.112378,0.135067,0.226706,0.525849
train6682,0.517735,0.052407,0.027603,0.402255
train6683,0.281158,0.047523,0.170662,0.500657
train6684,0.311237,0.176175,0.441879,0.070709
train6685,0.710205,0.076277,0.192161,0.021357
train6686,0.071819,0.362796,0.495468,0.069917
train6687,0.203444,0.020302,0.301821,0.474433
train6688,0.600470,0.147362,0.099306,0.152862
train6689,0.183607,0.561149,0.136930,0.118315
train6690,0.109587,0.020306,0.691422,0.178685
train6691,0.290910,0.078887,0.002589,0.627614
train6692,0.473422,0.184880,0.282668,0.059030
train6693,0.096571,0.228014,0.583010,0.092405
train6694,0.389134,0.514192,0.096556,0.000119
train6695,0.627795,0.025541,0.150874,0.195791
train6696,0.516527,0.032163,0.259317,0.191993
train6697,0.403330,0.406286,0.041188,0.149197
train6698,0.467913,0.340498,0.085628,0.105960
train6699,0.136860,0.056338,0.637258,0.169544
train6700,0.080836,0.230986,0.467420,0.220759
train6701,0.411002,0.176052,0.001121,0.411825
train6702,0.150259,0.347221,0.346332,0.156188
train6703,0.002325,0.149346,0.700801,0.147528
train6704,0.219627,0.241963,0.352903,0.185507
train6705,0.129898,0.136441,0.354103,0.379559
train6706,0.314748,0.207666,0.204362,0.273225
train6707,0.036065,0.494668,0.227892,0.241375
train6708,0.003916,0.374606,0.609553,0.011924
train6709,0.693569,0.207375,0.004807,0.094249
train6710,0.348572,0.000138,0.032151,0.619139
train6711,0.340672,0.523171,0.099322,0.036835
train6712,0.132904,0.216704,0.396005,0.254387
train6713,0.348468,0.000842,0.027146,0.623545
train6714,0.064240,0.500539,0.016393,0.418827
train6715,0.192055,0.429063,0.095135,0.283746
train6716,0.033408,0.225167,0.129859,0.611566
train6717,0.057949,0.198384,0.140710,0.602957
train6718,0.202672,0.036651,0.451720,0.308957
train6719,0.399394,0.196728,0.192224,0.211654
train6720,0.191628,0.040958,0.570291,0.197123
train6721,0.506534,0.402912,0.055027,0.035526
train6722,0.019463,0.520270,0.354589,0.105678
train6723,0.291473,0.460798,0.156512,0.091217
train6724,0.248267,0.144068,0.285044,0.322621
train6725,0.005902,0.006408,0.957235,0.030456
train6726,0.483524,0.223495,0.111182,0.181798
train6727,0.688126,0.089472,0.179771,0.042632
train6728,0.210391,0.018454,0.491983,0.279172
train6729,0.202266,0.294603,0.383532,0.119599
train6730,0.503465,0.107405,0.184153,0.204977
train6731,0.529251,0.212577,0.026108,0.232064
train6732,0.223387,0.114445,0.499097,0.163071
train6733,0.291658,0.021425,0.123730,0.563186
train6734,0.096945,0.158478,0.012737,0.731840
train6735,0.334767,0.216163,0.265531,0.183539
train6736,0.095904,0.242255,0.272352,0.389490
train6737,0.171508,0.077870,0.697943,0.052679
train6738,0.222581,0.587325,0.127828,0.062266
train6739,0.169468,0.218066,0.007582,0.604884
train6740,0.129047,0.105141,0.155514,0.610298
train6741,0.773844,0.002917,0.138231,0.085008
train6742,0.346699,0.078571,0.553457,0.021273
train6743,0.306978,0.309202,0.155854,0.227966
train6744,0.103102,0.482185,0.353534,0.061179
train6745,0.384176,0.020102,0.098003,0.497720
train6746,0.177736,0.069433,0.541628,0.211203
train6747,0.194080,0.042046,0.351630,0.412244
train6748,0.159147,0.115374,0.539673,0.185806
train6749,0.151554,0.379823,0.262535,0.206088
train6750,0.151144,0.164058,0.127290,0.557507
train6751,0.021829,0.026347,0.221639,0.730185
train6752,0.116420,0.272238,0.574786,0.036556
train6753,0.188129,0.313213,0.019036,0.479622
train6754,0.486767,0.483787,0.004840,0.024605
train6755,0.263682,0.092880,0.271238,0.372200
train6756,0.222057,0.154056,0.618171,0.005716
train6757,0.026786,0.372696,0.465141,0.135377
train6758,0.251008,0.058386,0.007914,0.682692
train6759,0.022194,0.448659,0.196933,0.332214
train6760,0.213321,0.215317,0.242458,0.328904
train6761,0.498300,0.404171,0.045736,0.051792
train6762,0.004502,0.652528,0.012441,0.330529
train6763,0.041639,0.238626,0.507060,0.212675
train6764,0.328617,0.217279,0.175292,0.278812
train6765,0.258105,0.020910,0.297518,0.423467
train6766,0.046319,0.132256,0.526577,0.294848
train6767,0.337708,0.541836,0.041938,0.078518
train6768,0.342552,0.615279,0.039202,0.002968
train6769,0.241767,0.318745,0.185167,0.254321
train6770,0.608735,0.199449,0.007667,0.184149
train6771,0.065007,0.806509,0.033155,0.095329
train6772,0.237343,0.042560,0.719083,0.001014
train6773,0.304986,0.170901,0.190018,0.334095
train6774,0.002287,0.350262,0.346051,0.301399
train6775,0.290470,0.104314,0.480035,0.125181
train6776,0.410467,0.114212,0.219032,0.256289
train6777,0.421840,0.207483,0.134025,0.236652
train6778,0.391839,0.130964,0.051922,0.425276
train6779,0.281293,0.127115,0.456732,0.134861
train6780,0.178539,0.315184,0.136227,0.370050
train6781,0.053474,0.656822,0.156646,0.133058
train6782,0.077283,0.374611,0.132069,0.416037
train6783,0.128849,0.342492,0.024976,0.503683
train6784,0.584572,0.105609,0.148293,0.161525
train6785,0.491855,0.008035,0.442766,0.057344
train6786,0.378460,0.267887,0.020301,0.333352
train6787,0.247118,0.006693,0.716532,0.029657
train6788,0.064426,0.020540,0.272307,0.642727
train6789,0.476314,0.112259,0.287048,0.124380
train6790,0.049555,0.013938,0.785363,0.151144
train6791,0.106998,0.066434,0.333540,0.493027
train6792,0.476132,0.080129,0.234167,0.209572
train6793,0.036729,0.232437,0.102908,0.627925
train6794,0.624202,0.075954,0.282738,0.017107
train6795,0.010963,0.192522,0.780136,0.016379
train6796,0.044356,0.288386,0.354335,0.312924
train6797,0.011517,0.088539,0.633814,0.266130
train6798,0.651643,0.087084,0.240953,0.020320
train6799,0.073668,0.288346,0.558264,0.079722
train6800,0.035399,0.043400,0.897813,0.023388
train6801,0.540625,0.067282,0.179375,0.212719
train6802,0.042986,0.269319,0.104871,0.582824
train6803,0.636297,0.081767,0.130619,0.151317
train6804,0.036366,0.470276,0.067947,0.425411
train6805,0.588967,0.004143,0.107143,0.299747
train6806,0.010300,0.050333,0.787250,0.152117
train6807,0.466695,0.305688,0.171149,0.056467
train6808,0.488066,0.281573,0.227885,0.002476
train6809,0.211375,0.450217,0.235092,0.103316
train6810,0.070499,0.103474,0.343278,0.482749
train6811,0.561977,0.313118,0.074939,0.049966
train6812,0.248242,0.031850,0.074514,0.645394
train6813,0.218765,0.334135,0.025937,0.421163
train6814,0.729956,0.065522,0.172800,0.031722
train6815,0.466378,0.151586,0.166960,0.215076
train6816,0.586069,0.061279,0.170944,0.181707
train6817,0.175997,0.150986,0.321667,0.351350
train6818,0.268304,0.362499,0.197641,0.171557
train6819,0.735465,0.026889,0.100029,0.137617
train6820,0.194178,0.459594,0.338521,0.007707
train6821,0.026702,0.829731,0.054590,0.088978
train6822,0.339027,0.067118,0.263304,0.330551
train6823,0.476961,0.342960,0.055644,0.124436
train6824,0.204602,0.195388,0.096594,0.503416
train6825,0.246945,0.208681,0.386703,0.157670
train6826,0.182087,0.241930,0.232111,0.343872
train6827,0.140229,0.223697,0.434179,0.201895
train6828,0.212329,0.016191,0.031732,0.739748
train6829,0.112634,0.202878,0.250342,0.434145
train6830,0.068155,0.456652,0.265927,0.209266
train6831,0.228555,0.245711,0.122254,0.403479
train6832,0.212923,0.041107,0.505782,0.240188
train6833,0.260708,0.440465,0.270917,0.027910
train6834,0.086065,0.160738,0.335299,0.417899
train6835,0.052411,0.105239,0.268205,0.574145
train6836,0.134657,0.371062,0.056401,0.437879
train6837,0.539659,0.332654,0.039904,0.087783
train6838,0.587524,0.138439,0.115074,0.158963
train6839,0.137085,0.038219,0.240168,0.584529
train6840,0.220101,0.069018,0.004885,0.705996
train6841,0.052231,0.645451,0.116976,0.185342
train6842,0.089416,0.238177,0.399273,0.273134
train6843,0.278113,0.081374,0.224630,0.415884
train6844,0.162840,0.259201,0.355671,0.222287
train6845,0.650168,0.210209,0.099794,0.039829
train6846,0.227717,0.521659,0.097121,0.153503
train6847,0.504851,0.176873,0.284434,0.033842
train6848,0.013039,0.258904,0.284315,0.443742
train6849,0.351377,0.198126,0.379966,0.070530
train6850,0.168549,0.231828,0.292122,0.307501
train6851,0.183876,0.670386,0.007895,0.137843
train6852,0.120633,0.407519,0.288192,0.183657
train6853,0.137588,0.413526,0.417332,0.031555
train6854,0.482444,0.109705,0.036091,0.371760
train6855,0.137498,0.169437,0.296999,0.396066
train6856,0.027233,0.443995,0.471458,0.057315
train6857,0.113529,0.225633,0.582883,0.077955
train6858,0.166368,0.046132,0.575788,0.211713
train6859,0.510654,0.019511,0.170490,0.299345
train6860,0.097000,0.310972,0.392036,0.199992
train6861,0.262224,0.057523,0.305513,0.374741
train6862,0.005616,0.203339,0.281432,0.509614
train6863,0.030189,0.278896,0.059111,0.631804
train6864,0.369395,0.540980,0.044403,0.045223
train6865,0.141928,0.559819,0.018929,0.279324
train6866,0.244033,0.010779,0.225716,0.519472
train6867,0.286829,0.095000,0.466096,0.152075
train6868,0.203665,0.101491,0.143664,0.551180
train6869,0.049736,0.133968,0.586724,0.229572
train6870,0.030703,0.077165,0.238972,0.653159
train6871,0.043000,0.288516,0.361809,0.306675
train6872,0.001268,0.088030,0.559737,0.350966
train6873,0.116613,0.615685,0.113504,0.154198
train6874,0.002357,0.093483,0.675044,0.229116
train6875,0.360647,0.090231,0.324882,0.224240
train6876,0.172215,0.311894,0.024622,0.491269
train6877,0.243094,0.324954,0.019936,0.412016
train6878,0.076949,0.316509,0.168725,0.437816
train6879,0.018718,0.031417,0.421335,0.528531
train6880,0.199907,0.419364,0.011966,0.368763
train6881,0.613833,0.096339,0.122761,0.167067
train6882,0.069081,0.144822,0.112052,0.674046
train6883,0.037661,0.397373,0.214511,0.350455
train6884,0.024301,0.231736,0.100718,0.643246
train6885,0.199207,0.471137,0.178424,0.151232
train6886,0.143641,0.026899,0.551401,0.278058
train6887,0.055795,0.764777,0.094376,0.085052
train6888,0.684763,0.043405,0.141199,0.130633
train6889,0.150310,0.404488,0.276075,0.169128
train6890,0.100992,0.390711,0.256674,0.251623
train6891,0.260644,0.382063,0.044264,0.313029
train6892,0.240503,0.046073,0.342259,0.371165
train6893,0.345481,0.226354,0.117370,0.310795
train6894,0.485368,0.227567,0.191198,0.095867
train6895,0.322612,0.019722,0.038529,0.619137
train6896,0.063034,0.134706,0.578336,0.223924
train6897,0.034640,0.743496,0.167352,0.054512
train6898,0.252002,0.109598,0.175350,0.463050
train6899,0.125032,0.677598,0.162346,0.035024
train6900,0.489461,0.261586,0.101585,0.147368
train6901,0.798684,0.064496,0.100719,0.036101
train6902,0.190204,0.255493,0.092320,0.461983
train6903,0.007641,0.906023,0.034470,0.051866
train6904,0.316631,0.391362,0.073183,0.218824
train6905,0.510728,0.024965,0.014943,0.449364
train6906,0.053700,0.021156,0.102259,0.822885
train6907,0.017298,0.301596,0.158336,0.522769
train6908,0.498010,0.212992,0.222406,0.066592
train6909,0.257616,0.257766,0.176988,0.307630
train6910,0.022249,0.566618,0.285351,0.125783
train6911,0.293089,0.428204,0.071606,0.207101
train6912,0.010383,0.317562,0.148965,0.523090
train6913,0.437485,0.293737,0.130011,0.138768
train6914,0.225477,0.452628,0.182567,0.139328
train6915,0.445558,0.213911,0.104954,0.235577
train6916,0.325150,0.180301,0.286073,0.208476
train6917,0.226352,0.059256,0.240987,0.473404
train6918,0.646225,0.055353,0.143542,0.154879
train6919,0.511746,0.003852,0.445901,0.038501
train6920,0.325491,0.122080,0.210606,0.341823
train6921,0.305833,0.608006,0.033823,0.052337
train6922,0.083380,0.385906,0.383352,0.147362
train6923,0.139710,0.002202,0.193018,0.665070
train6924,0.541511,0.097347,0.275417,0.085726
train6925,0.321919,0.339867,0.272538,0.065676
train6926,0.460390,0.251968,0.003424,0.284218
train6927,0.029798,0.396955,0.354427,0.218820
train6928,0.012281,0.224619,0.149787,0.613313
train6929,0.063600,0.566324,0.350548,0.019528
train6930,0.322122,0.007007,0.140160,0.530711
train6931,0.529827,0.200337,0.047304,0.222533
train6932,0.096695,0.476314,0.286213,0.140777
train6933,0.195652,0.186052,0.487877,0.130419
train6934,0.091969,0.069668,0.179810,0.658554
train6935,0.457869,0.451688,0.087366,0.003076
train6936,0.571281,0.107812,0.184579,0.136327
train6937,0.083776,0.023744,0.029526,0.862953
train6938,0.049602,0.223551,0.352732,0.374115
train6939,0.025420,0.211456,0.734684,0.028439
train6940,0.277215,0.392628,0.092548,0.237609
train6941,0.109501,0.430841,0.306902,0.152756
train6942,0.047253,0.288893,0.439575,0.224279
train6943,0.592321,0.124842,0.189272,0.093565
train6944,0.128114,0.479546,0.198568,0.193772
train6945,0.293520,0.394465,0.051901,0.260114
train6946,0.071240,0.101688,0.593549,0.233524
train6947,0.063251,0.220325,0.342641,0.373782
train6948,0.168325,0.053052,0.070680,0.707943
train6949,0.694165,0.007954,0.066850,0.231032
train6950,0.123025,0.464377,0.166669,0.245929
train6951,0.285165,0.424352,0.224041,0.066442
train6952,0.050696,0.524103,0.367779,0.057423
train6953,0.129989,0.312925,0.163215,0.393870
train6954,0.518551,0.226003,0.128516,0.126930
train6955,0.570472,0.143357,0.284689,0.001482
train6956,0.195940,0.091990,0.666880,0.045191
train6957,0.589494,0.122144,0.070094,0.218268
train6958,0.302096,0.418977,0.237624,0.041304
train6959,0.147855,0.310262,0.501206,0.040678
train6960,0.284219,0.070590,0.182657,0.462534
train6961,0.442633,0.332647,0.021450,0.203270
train6962,0.120699,0.076667,0.593077,0.209557
